0,1,2,3,4,5,6
1.0,1.0,4.2280445035276255,0.1140222517638128,1.0,1.0,1.0
2.0,3.0,21.0,8.0,2.0,2.0,0.0
3.2001447440526847,4.400289488105369,53.6047765537386,94.60911887531914,2.7998552559473158,2.4002894881053694,1.0
1.0,1.0,18.0,0.0,1.0,1.0,0.0
1.0,1.0,80.0,43.0,1.0,1.0,0.0
10.0,10.0,10.0,9.0,2.0,3.0,0.0
2.0,2.0,15.0,15.0,1.0,1.0,0.0
23.83239443103116,41.55385658948495,2572.303824975265,276.61857761989506,3.5554661362886817,15.610529885876431,1.0
7.8590233879731155,14.092484196703218,926.9426190454616,30.982335650244067,3.0572682258648745,3.9427317741351255,1.0
9.0,9.0,367.0,10.0,1.0,5.0,1.0
17.173081377436553,57.68199374053857,728.9568575905955,857.045469481797,3.6946525821387888,11.389305164277577,1.0
1.0,1.0,1.0,1.0,3.0,1.0,0.0
13.0,18.0,253.0,116.0,1.0,11.0,0.0
27.36935951795825,43.05403927693739,428.89192144612525,163.0486900245753,1.2630640482041744,5.868467975897913,1.0
1.0,1.0,2.0,1.0,1.0,1.0,0.0
3.0,4.0,25.0,8.0,4.0,4.0,0.0
1.0,1.0,24.0,16.0,1.0,1.0,0.0
1.0,1.0,2.0,1.0,1.0,1.0,0.0
10.0,12.0,73.0,35.0,1.0,3.0,1.0
2.0,3.0,5.0,6.0,1.0,1.0,0.0
4.715972228847398,4.715972228847398,152.60347234810055,14.579861144236988,2.7159722288473978,3.7159722288473978,1.0
13.644534689462322,17.896491827168365,191.69628877587812,148.98535815480278,4.0,4.0,1.0
4.756127628818929,8.097631133910834,54.85375876272976,19.829248247454046,2.7561276288189287,5.9268793813648815,1.0
2.618254771530296,3.236509543060592,50.90872614234852,23.290471370818224,2.145235685409112,2.618254771530296,1.0
2.0,2.0,54.0,21.0,2.0,2.0,1.0
1.0,1.0,12.0,0.0,2.0,1.0,0.0
1.0,1.0,1.1808976823258002,1.1808976823258002,3.8191023176742,1.0,1.0
15.999298462806554,30.831111798887424,601.8325148732744,415.4018759241715,3.0,9.665731283742073,1.0
1.0,1.0,3.0,3.0,2.0,1.0,1.0
1.0,1.0,3.0,3.0,2.0,1.0,0.0
7.0,7.0,28.0,14.0,2.0,2.0,0.0
1.0,1.0,6.181880084399145,1.1818800843991448,1.5456402531974345,1.0,1.0
1.0,1.0,1.0,1.0,2.0,1.0,0.0
4.0,5.0,50.0,7.0,4.0,4.0,0.0
3.10366418147888,3.10366418147888,21.20732836295776,10.82931345183104,2.89633581852112,1.2073283629577605,1.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0
2.12200390778269,4.12200390778269,163.60958749509538,79.73159140287808,3.975599218443462,3.073202344669614,1.0
1.0,1.0,12.0,3.0,1.0,1.0,0.0
2.0,2.0,114.3860174109324,2.075988392711735,1.9240116072882651,1.0,1.0
1.0,1.0,1.0,0.0,4.0,1.0,0.0
3.69162041259405,7.07486123778215,36.30837958740595,29.6167591748119,3.0,3.127746941729366,1.0
10.18117669561752,33.72470678247008,1556.8988271298804,690.6305424418349,4.0,7.59058834780876,1.0
2.892671711076975,3.7853434221539497,49.53664144461513,21.0,1.1073282889230252,2.892671711076975,1.0
17.672688114268592,32.14559160005993,2340.7214968546173,297.7969847986815,3.0,12.654623771462818,1.0
11.166083121939383,14.0,114.67133502448492,28.833916878060617,1.833916878060616,2.833916878060616,1.0
6.0,8.256776348513643,89.3242982019818,38.81074550495452,3.418925449504548,5.162149100990904,1.0
1.0,1.0,4.0,3.0,4.0,1.0,0.0
2.0,5.0,16.0,0.0,2.0,2.0,0.0
2.0,2.0,26.0,12.0,4.0,2.0,0.0
8.30257973275316,12.21031893101264,93.0257973275316,20.27678240522156,4.69742026724684,9.0,1.0
1.0,1.0,33.0,11.0,4.0,1.0,0.0
2.0,2.0,54.0,26.478079440531538,3.82602648017718,2.0,1.0
6.698622125835858,11.397244251671715,122.53444685410356,72.42480173495456,3.602755748328284,5.602755748328284,1.0
3.8849496312525593,3.8849496312525593,183.2642137589322,133.2642137589322,4.0,3.126421375893223,1.0
2.0,2.0,39.0,10.0,1.0,2.0,0.0
4.695476562038799,10.238691405097,35.3806542974515,27.6090468759224,3.0,3.7716074215291,1.0
6.3657916336735925,7.942986056122653,149.69122231020376,64.34913864693968,2.577194422449061,5.577194422449061,1.0
3.095564118220386,3.095564118220386,20.73891029555097,14.83447441377135,2.904435881779614,2.547782059110193,1.0
15.0,35.0,195.0,193.0,4.0,11.0,1.0
2.1208816924378358,2.1208816924378358,18.362645077313505,10.879118307562164,3.8791183075621647,1.8791183075621647,1.0
1.0,28.0,0.0,2202.0,2.0,2.0,0.0
1.0,1.0,2.0,2.0,1.0,1.0,0.0
10.90243242569568,12.536576567594238,111.29270272291296,28.54878378715216,1.3658558581014402,2.54878378715216,1.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0
3.0,7.0,634.0,5.0,4.0,3.0,1.0
3.221214116582293,6.83182117487344,62.473482354272136,18.30530352914557,1.91591058743672,3.137124704019013,1.0
2.0,2.0,2.0,2.0,3.0,2.0,0.0
2.0,2.0,4.0,3.0,2.0,2.0,0.0
1.0,1.0,1.0,1.0,2.0,1.0,0.0
1.0,1.0,0.0,45.0,1.0,1.0,0.0
7.815021370463113,9.061659543178962,337.95178776595765,167.24106117021176,3.0,4.184978629536887,1.0
1.0,1.0,2.0,1.0,1.0,1.0,0.0
1.0,1.0,1.0,1.0,2.0,1.0,0.0
5.0,14.0,150.0,516.0,3.0,4.0,1.0
49.53867241140446,136.84570197556187,5382.576071873882,2618.6377518495024,4.769140395112372,21.769140395112373,1.0
3.0,4.0,170.0,14.0,3.0,2.0,1.0
15.020426211620784,24.530639317431174,445.96595631396536,154.49659563139653,2.248297815698268,6.0,1.0
1.0,2.0,12.0,55.0,1.0,2.0,0.0
2.0,2.0,13.0,0.0,4.0,1.0,0.0
24.84189457859533,51.94319667595691,3061.760482153103,350.14627848594085,3.658224825219868,11.493728320822502,1.0
3.106785011385351,4.949499015939491,82.67964496584395,8.477641029601912,3.42135700227707,3.106785011385351,1.0
4.0,4.0,58.0,21.0,2.0,3.0,0.0
13.0,14.0,28.0,21.0,2.0,6.0,0.0
6.0,7.0,52.0,24.0,2.0,4.0,0.0
1.0,1.0,9.520621324606148,8.008248529842458,2.504124264921229,1.0,1.0
3.0,3.0,98.0,3.0,2.0,1.0,0.0
1.0,1.0,3.960687860158901,3.960687860158901,2.960687860158901,1.0,1.0
8.363856260990541,9.909640652476355,346.09519708931555,149.81081525681682,3.0,5.091568782971627,1.0
1.0,3.0,186.0,3.0,2.0,1.0,1.0
3.0,8.0,21.0,36.0,4.0,7.0,0.0
10.0,11.0,44.0,66.0,1.0,2.0,1.0
1.0,1.0,2.0,0.0,1.0,1.0,0.0
1.0,1.0,1.0,1.0,3.0,1.0,0.0
5.0,5.0,41.0,42.0,3.0,2.0,0.0
4.0,4.0,9.0,5.0,4.0,4.0,0.0
68.76943966419157,177.53887932838313,4876.925464009212,3508.673866106017,2.7406354669495343,33.86166379851495,1.0
6.0,7.0,111.0,52.0,3.0,5.0,0.0
4.0,7.0,140.0,0.0,0.0,0.0,0.0
2.0,3.0,8.0,5.0,4.0,2.0,1.0
3.0,3.0,17.0,5.0,1.0,3.0,0.0
17.642759879470965,58.20895010867474,729.9649480339865,854.1242983106074,3.660285862477734,11.32057172495547,1.0
5.0,8.0,149.0,23.0,2.0,4.0,0.0
7.146732811562392,18.85326718843761,605.633167971094,309.0366832028906,3.0,5.889950391328206,1.0
18.0,18.0,220.0,224.0,2.0,8.0,0.0
1.0,1.0,13.0,30.0,2.0,1.0,0.0
5.619263815281809,6.619263815281809,88.61926381528181,21.85779144584543,3.0,3.825685087042413,1.0
10.243172190999454,23.325105899006005,845.0157735981212,91.11187387702893,4.0,6.270483427001638,1.0
17.0,22.0,301.0,65.0,1.0,6.0,1.0
1.8134329759486945,2.813432975948694,11.597010721539172,44.37313404810261,3.440298927846083,1.8134329759486945,1.0
1.0,1.0,1.0,0.0,3.0,1.0,0.0
31.784779465877413,53.12111352268202,473.73118222129904,644.4506959516763,4.0,9.668167028402303,1.0
2.0,2.0,11.0,0.0,2.0,2.0,0.0
6.0,6.0,70.0,43.0,4.0,4.0,0.0
3.0,6.0,134.0,33.0,3.0,4.0,0.0
4.343785487197457,5.687570974394914,140.67189274359873,18.62485805121017,3.671892743598729,2.6718927435987285,1.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.0,1.0,11.0,0.0,1.0,1.0,1.0
2.9911686261369765,3.982337252273953,48.911686261369766,21.01766274772605,1.017662747726047,2.982337252273953,1.0
6.0,7.0,84.0,9.0,2.0,5.0,0.0
9.837541049784146,16.768934724028657,1479.7371204598603,35.72557469697804,4.1624589502158535,7.768934724028658,1.0
1.0,1.0,5.0,0.0,1.0,1.0,0.0
9.0,15.0,100.0,14.0,4.0,9.0,1.0
1.0,1.0,1.0,1.0,3.0,1.0,0.0
2.254977324663965,2.5099546493279297,54.76493197399189,21.0,2.127488662331982,2.127488662331982,1.0
5.677796172891869,9.0,209.73873253041916,42.47746506083824,3.1611019135540657,4.0,1.0
1.0,1.0,12.0,3.0,3.0,1.0,0.0
2.74543947418433,2.74543947418433,67.92703158694928,40.01824210326268,3.0,2.74543947418433,1.0
1.0,1.0,6.0,5.0,3.0,1.0,0.0
17.10409436170396,34.13566973403614,2256.853918351334,254.01526585120496,3.0,13.791811276592078,1.0
2.0,3.0,135.0,202.0,3.0,2.0,0.0
15.0,22.0,203.0,1379.0,1.0,9.0,1.0
1.460643124796445,1.460643124796445,19.61419083306193,17.15354770826548,2.846452291734518,1.3070954165309636,1.0
1.373309316279753,3.0,6.746618632559506,5.626690683720247,2.746618632559506,2.0,1.0
1.0,1.0,1.7989662791326932,1.0,3.0,1.0,1.0
4.0,4.0,14.632684892966912,9.050972660549633,1.158171223241728,4.0,1.0
4.513528324450242,7.3694088652006435,304.0900061614486,503.3832111919804,4.91441194592496,4.08558805407504,1.0
7.490754068049256,8.236131102073884,72.3726885170123,40.64580334688917,2.254622965975372,3.0,1.0
4.0,7.0,11.0,11.0,5.0,2.0,0.0
3.0,4.0,21.0,18.0,3.0,4.0,0.0
2.0,2.0,54.97664511576867,34.813160926149344,3.511677442115666,2.0,1.0
1.1095232776440629,1.1095232776440629,22.890476722355935,15.671430167067811,2.0547616388220318,1.0,1.0
3.728760073892017,3.728760073892017,183.04108581984573,133.04108581984573,4.0,3.104108581984574,1.0
1.0,1.0,12.0,0.0,1.0,1.0,0.0
5.0,5.0,184.0,0.0,3.0,1.0,0.0
1.0,29.0,0.0,2309.0,1.0,1.0,0.0
6.0,7.0,166.0,40.0,2.0,5.0,0.0
7.0,12.0,318.0,220.0,4.0,7.0,1.0
1.0,1.0,11.0,3.0,1.0,1.0,0.0
4.0,4.0,14.060635204150662,9.909047193774008,1.0151588010376655,4.0,1.0
5.705547946024893,6.705547946024893,213.53200341830708,32.93883562217425,3.0,4.823613013493777,1.0
1.0,1.0,22.0,15.0,2.0,1.0,0.0
48.08284516489401,145.79581609840093,5157.562892676557,2746.0769871436223,4.694281721631336,26.73863331471429,1.0
6.618473877126012,9.460508707624662,331.1713519703807,201.14324014809637,3.0,5.381526122873988,1.0
5.0,8.0,94.0,26.0,4.0,7.0,0.0
3.0,4.0,12.0,23.0,3.0,3.0,0.0
56.01916284159159,177.0287442623874,10714.594224398148,3654.595063380256,4.0,14.961674316816822,1.0
23.0,53.0,610.0,563.0,3.0,19.0,1.0
34.756987470050035,80.98604188521006,3598.301791404921,627.4106781605306,2.9441338902199985,12.39106276846001,1.0
2.0,3.0,409.0,18.0,3.0,2.0,1.0
3.0,3.0,36.0,3.0,2.0,2.0,0.0
3.0,3.0,11.0,4.0,3.0,2.0,0.0
1.0,2.0,17.0,2.0,3.0,2.0,0.0
6.0,6.0,120.0,13.0,4.0,2.0,0.0
1.0,1.0,38.0,13.0,3.0,1.0,0.0
9.0,13.0,582.0,8.0,3.0,3.0,1.0
2.0,2.0,1.0,3.0,1.0,2.0,0.0
1.0,1.0,8.0,2.0,1.0,1.0,0.0
2.417766782167334,2.835533564334668,120.59543460384069,3.088833910836669,3.417766782167334,1.417766782167334,1.0
2.0,2.0,4.0,3.0,4.0,2.0,0.0
4.0,6.0,43.0,16.0,2.0,5.0,0.0
1.0,1.0,0.0,9.0,3.0,1.0,0.0
13.0,15.0,107.0,67.0,1.0,9.0,0.0
1.0,1.0,3.0,3.0,2.0,1.0,0.0
2.0,2.0,5.0,4.0,1.0,1.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0
2.0,2.0,157.0,520.0,2.0,1.0,0.0
4.0,5.0,6.0,5.0,4.0,4.0,1.0
2.0,2.0,3.0,3.0,2.0,1.0,0.0
2.0,2.0,15.0,1.0,1.0,1.0,0.0
15.744003758754989,22.37956140250776,577.0239849649801,301.30265977561584,2.472888471249446,3.790667293125832,1.0
2.0,2.0,8.0,17.0,2.0,2.0,0.0
2.5897207190359857,2.5897207190359857,19.76916215710796,9.589720719035986,2.794860359517993,1.0,1.0
1.1723198712016298,2.0,92.10175768162934,4.378558969613039,3.17231987120163,1.1723198712016298,1.0
24.72599658978113,61.29253212368985,2224.563165460388,907.2829858123456,3.388545764565352,12.165637293696056,1.0
3.0,3.0,182.0,132.0,4.0,3.0,1.0
1.0,1.0,45.0,45.0,4.0,1.0,0.0
1.0,1.0,3.0,3.0,3.0,1.0,0.0
3.0,3.0,18.0,10.0,3.0,2.0,0.0
4.0,4.0,6.0,6.0,4.0,4.0,0.0
1.0,1.0,6.0,0.0,3.0,1.0,0.0
6.0,8.084511702411959,70.33804680964784,26.9858595710565,1.2535351072358747,5.084511702411958,1.0
7.0,7.0,109.0,13.0,6.0,2.0,0.0
1.0,1.0,1.0,1.0,3.0,1.0,0.0
1.0,1.0,71.0,32.0,1.0,1.0,0.0
5.0,5.0,11.0,5.0,4.0,4.0,0.0
1.0,1.0,4.0,1.0,1.0,1.0,0.0
5.758728257798799,6.638092386698197,154.2412717422012,43.482543484402406,2.7587282577987984,4.879364128899399,1.0
3.435409468458811,7.153114202688216,62.205738164426485,18.358852367114704,2.076557101344108,3.5119665698029188,1.0
56.0,123.0,4178.0,947.0,2.0,19.0,1.0
4.728219077789483,5.160273847236853,20.83972615276315,3.407671383315777,1.864109538894741,3.864109538894741,1.0
2.0,2.0,6.0,1.0,3.0,2.0,0.0
8.080539006919416,11.469803444387235,145.53019655561278,67.61073556253218,3.0,6.463088145822607,1.0
