contains_bug,add_num_nodes,add_num_edges,add_avg_in_degree,add_avg_out_degree,add_max_degree,add_sum_degree,add_avg_degree,add_median_degree,add_num_selfloops,del_num_nodes
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
True,9.0,13.0,1.4444,1.4444,7.0,26.0,2.0,2.0,1.0,8.0
True,19.0,30.0,1.5789,1.5789,11.0,60.0,3.0,2.0,1.0,5.0
True,36.0,68.0,1.8889,1.8889,15.0,136.0,3.0,3.0,1.0,36.0
True,32.0,60.0,1.875,1.875,14.0,120.0,3.0,3.0,2.0,27.0
True,20.0,29.0,1.45,1.45,8.0,58.0,3.0,2.0,1.0,0.0
True,13.0,17.0,1.3077,1.3077,6.0,34.0,2.0,2.0,1.0,13.0
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,9.0,16.0,1.7778,1.7778,7.0,32.0,3.0,3.0,1.0,9.0
False,4.0,3.0,0.75,0.75,3.0,6.0,1.0,1.0,0.0,4.0
False,28.0,46.0,1.6429,1.6429,11.0,92.0,3.0,2.0,1.0,21.0
False,40.0,78.0,1.95,1.95,15.0,156.0,3.0,3.0,1.0,23.0
False,8.0,9.0,1.125,1.125,5.0,18.0,2.0,2.0,1.0,8.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,7.0,10.0,1.4286,1.4286,5.0,20.0,2.0,2.0,1.0,12.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,9.0,12.0,1.3333,1.3333,6.0,24.0,2.0,2.0,1.0,0.0
False,20.0,32.0,1.6,1.6,11.0,64.0,3.0,3.0,1.0,11.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,12.0,17.0,1.4167,1.4167,9.0,34.0,2.0,2.0,1.0,8.0
False,26.0,38.0,1.4615,1.4615,9.0,76.0,3.0,2.0,1.0,25.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,14.0,19.0,1.3571,1.3571,7.0,38.0,2.0,2.0,1.0,3.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,7.0,10.0,1.4286,1.4286,5.0,20.0,2.0,2.0,1.0,7.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,15.0,20.0,1.3333,1.3333,6.0,40.0,2.0,2.0,0.0,8.0
False,8.0,8.0,1.0,1.0,4.0,16.0,2.0,2.0,0.0,8.0
False,10.0,13.0,1.3,1.3,7.0,26.0,2.0,2.0,1.0,25.0
False,20.0,27.0,1.35,1.35,8.0,54.0,2.0,2.0,1.0,18.0
False,8.0,8.0,1.0,1.0,4.0,16.0,2.0,2.0,0.0,8.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,20.0,37.0,1.85,1.85,11.0,74.0,3.0,3.0,1.0,21.0
False,23.0,36.0,1.5652,1.5652,9.0,72.0,3.0,2.0,1.0,11.0
False,23.0,37.0,1.6087,1.6087,11.0,74.0,3.0,3.0,1.0,4.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,18.0,26.0,1.4444,1.4444,7.0,52.0,2.0,2.0,1.0,0.0
False,3.0,2.0,0.6667,0.6667,2.0,4.0,1.0,1.0,0.0,7.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,23.0,36.0,1.5652,1.5652,9.0,72.0,3.0,2.0,1.0,17.0
False,23.0,35.0,1.5217,1.5217,9.0,70.0,3.0,2.0,1.0,17.0
False,40.0,78.0,1.95,1.95,15.0,156.0,3.0,3.0,1.0,23.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
False,29.0,45.0,1.5517,1.5517,9.0,90.0,3.0,2.0,1.0,19.0
False,13.0,18.0,1.3846,1.3846,7.0,36.0,2.0,2.0,1.0,22.0
False,15.0,23.0,1.5333,1.5333,11.0,46.0,3.0,2.0,1.0,26.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,24.0,38.0,1.5833,1.5833,9.0,76.0,3.0,2.0,1.0,13.0
False,10.0,10.0,1.0,1.0,5.0,20.0,2.0,2.0,0.0,10.0
False,13.0,15.0,1.1538,1.1538,6.0,30.0,2.0,2.0,1.0,0.0
False,26.0,42.0,1.6154,1.6154,14.0,84.0,3.0,2.0,1.0,29.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,23.0,36.0,1.5652,1.5652,11.0,72.0,3.0,3.0,0.0,5.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,8.0,8.0,1.0,1.0,4.0,16.0,2.0,2.0,0.0,8.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,13.0,18.0,1.3846,1.3846,8.0,36.0,2.0,2.0,1.0,12.0
False,23.0,35.0,1.5217,1.5217,9.0,70.0,3.0,2.0,1.0,12.0
False,13.0,18.0,1.3846,1.3846,7.0,36.0,2.0,2.0,1.0,22.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,8.0,9.0,1.125,1.125,4.0,18.0,2.0,2.0,1.0,0.0
False,17.0,22.0,1.2941,1.2941,7.0,44.0,2.0,2.0,1.0,23.0
False,5.0,8.0,1.6,1.6,4.0,16.0,3.0,3.0,1.0,5.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,23.0,34.0,1.4783,1.4783,12.0,68.0,2.0,2.0,1.0,10.0
False,13.0,17.0,1.3077,1.3077,7.0,34.0,2.0,2.0,1.0,7.0
False,16.0,21.0,1.3125,1.3125,7.0,42.0,2.0,2.0,1.0,10.0
False,16.0,22.0,1.375,1.375,8.0,44.0,2.0,2.0,1.0,12.0
False,9.0,16.0,1.7778,1.7778,7.0,32.0,3.0,3.0,1.0,9.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,8.0,8.0,1.0,1.0,4.0,16.0,2.0,2.0,0.0,8.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,13.0,20.0,1.5385,1.5385,9.0,40.0,3.0,3.0,1.0,13.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,9.0,12.0,1.3333,1.3333,6.0,24.0,2.0,2.0,1.0,4.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,5.0,6.0,1.2,1.2,4.0,12.0,2.0,2.0,1.0,5.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
False,14.0,18.0,1.2857,1.2857,7.0,36.0,2.0,2.0,1.0,0.0
False,19.0,32.0,1.6842,1.6842,9.0,64.0,3.0,3.0,1.0,18.0
False,29.0,50.0,1.7241,1.7241,12.0,100.0,3.0,2.0,1.0,8.0
False,8.0,11.0,1.375,1.375,6.0,22.0,2.0,2.0,1.0,29.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,20.0,28.0,1.4,1.4,9.0,56.0,2.0,2.0,1.0,12.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,10.0,10.0,1.0,1.0,5.0,20.0,2.0,2.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,13.0,17.0,1.3077,1.3077,7.0,34.0,2.0,2.0,1.0,8.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
False,13.0,17.0,1.3077,1.3077,7.0,34.0,2.0,2.0,1.0,28.0
False,8.0,9.0,1.125,1.125,5.0,18.0,2.0,2.0,1.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,31.0,52.0,1.6774,1.6774,13.0,104.0,3.0,2.0,1.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
False,13.0,19.0,1.4615,1.4615,6.0,38.0,2.0,3.0,1.0,12.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,5.0,5.0,1.0,1.0,3.0,10.0,2.0,2.0,0.0,5.0
False,5.0,7.0,1.4,1.4,4.0,14.0,2.0,3.0,1.0,3.0
False,37.0,82.0,2.2162,2.2162,18.0,164.0,4.0,3.0,2.0,43.0
False,3.0,2.0,0.6667,0.6667,2.0,4.0,1.0,1.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,20.0,33.0,1.65,1.65,10.0,66.0,3.0,3.0,1.0,17.0
False,12.0,16.0,1.3333,1.3333,6.0,32.0,2.0,2.0,1.0,17.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,12.0,21.0,1.75,1.75,10.0,42.0,3.0,3.0,1.0,11.0
False,8.0,8.0,1.0,1.0,4.0,16.0,2.0,2.0,0.0,8.0
False,22.0,37.0,1.6818,1.6818,12.0,74.0,3.0,3.0,1.0,21.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,3.0,2.0,0.6667,0.6667,2.0,4.0,1.0,1.0,0.0,0.0
False,13.0,17.0,1.3077,1.3077,7.0,34.0,2.0,2.0,1.0,28.0
False,7.0,10.0,1.4286,1.4286,5.0,20.0,2.0,2.0,1.0,16.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,19.0,32.0,1.6842,1.6842,9.0,64.0,3.0,3.0,1.0,18.0
False,23.0,36.0,1.5652,1.5652,9.0,72.0,3.0,2.0,1.0,24.0
False,15.0,21.0,1.4,1.4,5.0,42.0,2.0,2.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,23.0,36.0,1.5652,1.5652,9.0,72.0,3.0,2.0,1.0,17.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,31.0,52.0,1.6774,1.6774,13.0,104.0,3.0,2.0,1.0,0.0
False,38.0,76.0,2.0,2.0,14.0,152.0,4.0,3.0,1.0,19.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,26.0,42.0,1.6154,1.6154,12.0,84.0,3.0,2.0,1.0,11.0
False,7.0,9.0,1.2857,1.2857,5.0,18.0,2.0,2.0,1.0,19.0
False,9.0,11.0,1.2222,1.2222,6.0,22.0,2.0,2.0,1.0,0.0
False,29.0,48.0,1.6552,1.6552,12.0,96.0,3.0,2.0,1.0,11.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,22.0,37.0,1.6818,1.6818,9.0,74.0,3.0,3.0,1.0,22.0
False,20.0,33.0,1.65,1.65,10.0,66.0,3.0,3.0,1.0,17.0
False,11.0,17.0,1.5455,1.5455,8.0,34.0,3.0,3.0,1.0,12.0
False,13.0,19.0,1.4615,1.4615,6.0,38.0,2.0,3.0,1.0,12.0
False,8.0,11.0,1.375,1.375,6.0,22.0,2.0,2.0,1.0,8.0
False,23.0,34.0,1.4783,1.4783,12.0,68.0,2.0,2.0,1.0,10.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,19.0,25.0,1.3158,1.3158,9.0,50.0,2.0,2.0,1.0,19.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,8.0,12.0,1.5,1.5,6.0,24.0,3.0,2.0,1.0,8.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,31.0,52.0,1.6774,1.6774,13.0,104.0,3.0,2.0,1.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,14.0,22.0,1.5714,1.5714,8.0,44.0,3.0,3.0,1.0,14.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,23.0,40.0,1.7391,1.7391,11.0,80.0,3.0,3.0,1.0,20.0
False,8.0,10.0,1.25,1.25,6.0,20.0,2.0,2.0,1.0,7.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,7.0,10.0,1.4286,1.4286,5.0,20.0,2.0,2.0,1.0,9.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,22.0,41.0,1.8636,1.8636,11.0,82.0,3.0,3.0,1.0,22.0
False,12.0,16.0,1.3333,1.3333,6.0,32.0,2.0,2.0,1.0,8.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,10.0,15.0,1.5,1.5,9.0,30.0,3.0,2.0,1.0,10.0
False,26.0,38.0,1.4615,1.4615,9.0,76.0,3.0,2.0,1.0,25.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,25.0,45.0,1.8,1.8,11.0,90.0,3.0,3.0,1.0,24.0
False,10.0,10.0,1.0,1.0,5.0,20.0,2.0,2.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
False,16.0,18.0,1.125,1.125,7.0,36.0,2.0,2.0,0.0,11.0
False,14.0,20.0,1.4286,1.4286,10.0,40.0,2.0,2.0,1.0,14.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
False,15.0,21.0,1.4,1.4,8.0,42.0,2.0,2.0,1.0,15.0
False,5.0,4.0,0.8,0.8,4.0,8.0,1.0,1.0,0.0,0.0
False,15.0,20.0,1.3333,1.3333,6.0,40.0,2.0,2.0,0.0,8.0
False,14.0,19.0,1.3571,1.3571,8.0,38.0,2.0,2.0,1.0,8.0
False,16.0,18.0,1.125,1.125,7.0,36.0,2.0,2.0,0.0,11.0
False,12.0,21.0,1.75,1.75,10.0,42.0,3.0,3.0,1.0,11.0
False,7.0,8.0,1.1429,1.1429,5.0,16.0,2.0,2.0,0.0,13.0
False,13.0,18.0,1.3846,1.3846,8.0,36.0,2.0,2.0,1.0,12.0
False,16.0,18.0,1.125,1.125,7.0,36.0,2.0,2.0,0.0,11.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,6.0,4.0,0.6667,0.6667,3.0,8.0,1.0,1.0,0.0,4.0
False,13.0,16.0,1.2308,1.2308,6.0,32.0,2.0,2.0,1.0,13.0
False,17.0,22.0,1.2941,1.2941,7.0,44.0,2.0,2.0,1.0,23.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,7.0,10.0,1.4286,1.4286,5.0,20.0,2.0,2.0,1.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
False,6.0,6.0,1.0,1.0,5.0,12.0,2.0,1.0,0.0,6.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,4.0,3.0,0.75,0.75,3.0,6.0,1.0,1.0,0.0,8.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,28.0,47.0,1.6786,1.6786,14.0,94.0,3.0,2.0,1.0,13.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
False,8.0,11.0,1.375,1.375,6.0,22.0,3.0,2.0,2.0,6.0
False,11.0,12.0,1.0909,1.0909,5.0,24.0,2.0,2.0,0.0,0.0
False,18.0,26.0,1.4444,1.4444,7.0,52.0,2.0,2.0,1.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,19.0,29.0,1.5263,1.5263,12.0,58.0,3.0,2.0,1.0,13.0
False,5.0,5.0,1.0,1.0,3.0,10.0,2.0,2.0,0.0,5.0
False,16.0,21.0,1.3125,1.3125,6.0,42.0,2.0,2.0,1.0,7.0
False,13.0,18.0,1.3846,1.3846,7.0,36.0,2.0,2.0,1.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,5.0,5.0,1.0,1.0,3.0,10.0,2.0,2.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,13.0,15.0,1.1538,1.1538,6.0,30.0,2.0,2.0,1.0,0.0
False,18.0,26.0,1.4444,1.4444,7.0,52.0,2.0,2.0,1.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,19.0,25.0,1.3158,1.3158,9.0,50.0,2.0,2.0,1.0,19.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,13.0,20.0,1.5385,1.5385,9.0,40.0,3.0,3.0,1.0,13.0
False,7.0,9.0,1.2857,1.2857,5.0,18.0,2.0,2.0,1.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,7.0,8.0,1.1429,1.1429,3.0,16.0,2.0,2.0,0.0,0.0
False,19.0,24.0,1.2632,1.2632,8.0,48.0,2.0,2.0,1.0,17.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,13.0,15.0,1.1538,1.1538,6.0,30.0,2.0,2.0,1.0,0.0
False,3.0,2.0,0.6667,0.6667,2.0,4.0,1.0,1.0,0.0,3.0
False,21.0,34.0,1.619,1.619,8.0,68.0,3.0,3.0,1.0,21.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,19.0,31.0,1.6316,1.6316,9.0,62.0,3.0,3.0,1.0,9.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,24.0,34.0,1.4167,1.4167,9.0,68.0,2.0,2.0,1.0,16.0
False,9.0,11.0,1.2222,1.2222,6.0,22.0,2.0,2.0,1.0,0.0
False,25.0,43.0,1.72,1.72,11.0,86.0,3.0,3.0,1.0,14.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
False,12.0,16.0,1.3333,1.3333,6.0,32.0,2.0,2.0,1.0,17.0
False,20.0,26.0,1.3,1.3,8.0,52.0,2.0,2.0,1.0,13.0
False,3.0,2.0,0.6667,0.6667,2.0,4.0,1.0,1.0,0.0,3.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,19.0,27.0,1.4211,1.4211,8.0,54.0,2.0,2.0,1.0,23.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,7.0,8.0,1.1429,1.1429,5.0,16.0,2.0,2.0,0.0,13.0
False,13.0,16.0,1.2308,1.2308,6.0,32.0,2.0,2.0,1.0,5.0
False,12.0,14.0,1.1667,1.1667,5.0,28.0,2.0,2.0,1.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,19.0,31.0,1.6316,1.6316,9.0,62.0,3.0,3.0,1.0,9.0
False,15.0,21.0,1.4,1.4,8.0,42.0,2.0,2.0,1.0,14.0
False,23.0,33.0,1.4348,1.4348,9.0,66.0,3.0,2.0,1.0,8.0
False,5.0,4.0,0.8,0.8,4.0,8.0,1.0,1.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,12.0,16.0,1.3333,1.3333,6.0,32.0,2.0,2.0,1.0,17.0
False,8.0,11.0,1.375,1.375,6.0,22.0,2.0,2.0,1.0,12.0
False,13.0,20.0,1.5385,1.5385,9.0,40.0,3.0,3.0,1.0,13.0
False,13.0,17.0,1.3077,1.3077,7.0,34.0,2.0,2.0,1.0,13.0
False,20.0,27.0,1.35,1.35,8.0,54.0,2.0,2.0,1.0,18.0
False,13.0,16.0,1.2308,1.2308,6.0,32.0,2.0,2.0,1.0,0.0
False,13.0,17.0,1.3077,1.3077,7.0,34.0,2.0,2.0,1.0,28.0
False,10.0,13.0,1.3,1.3,7.0,26.0,2.0,2.0,1.0,25.0
False,9.0,11.0,1.2222,1.2222,4.0,22.0,2.0,2.0,0.0,9.0
False,8.0,9.0,1.125,1.125,5.0,18.0,2.0,2.0,1.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,18.0,27.0,1.5,1.5,8.0,54.0,3.0,2.0,1.0,13.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,19.0,25.0,1.3158,1.3158,9.0,50.0,2.0,2.0,1.0,19.0
False,5.0,7.0,1.4,1.4,4.0,14.0,2.0,3.0,1.0,3.0
False,8.0,8.0,1.0,1.0,4.0,16.0,2.0,2.0,0.0,8.0
False,13.0,19.0,1.4615,1.4615,8.0,38.0,2.0,2.0,1.0,0.0
False,28.0,45.0,1.6071,1.6071,17.0,90.0,3.0,2.0,0.0,23.0
False,20.0,37.0,1.85,1.85,11.0,74.0,3.0,3.0,1.0,21.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,15.0,23.0,1.5333,1.5333,8.0,46.0,3.0,3.0,1.0,14.0
False,16.0,24.0,1.5,1.5,8.0,48.0,3.0,3.0,1.0,14.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,21.0,35.0,1.6667,1.6667,10.0,70.0,3.0,2.0,1.0,18.0
False,14.0,22.0,1.5714,1.5714,8.0,44.0,3.0,3.0,1.0,14.0
False,18.0,29.0,1.6111,1.6111,9.0,58.0,3.0,2.0,1.0,18.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,10.0,13.0,1.3,1.3,7.0,26.0,2.0,2.0,1.0,25.0
False,19.0,29.0,1.5263,1.5263,12.0,58.0,3.0,2.0,1.0,13.0
False,7.0,8.0,1.1429,1.1429,4.0,16.0,2.0,2.0,1.0,0.0
False,8.0,9.0,1.125,1.125,4.0,18.0,2.0,2.0,1.0,8.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,20.0,26.0,1.3,1.3,8.0,52.0,2.0,2.0,1.0,13.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,8.0,8.0,1.0,1.0,4.0,16.0,2.0,2.0,0.0,8.0
False,14.0,22.0,1.5714,1.5714,10.0,44.0,3.0,2.0,1.0,18.0
False,13.0,17.0,1.3077,1.3077,7.0,34.0,2.0,2.0,1.0,8.0
False,12.0,14.0,1.1667,1.1667,5.0,28.0,2.0,2.0,1.0,6.0
False,18.0,26.0,1.4444,1.4444,8.0,52.0,2.0,2.0,1.0,0.0
False,13.0,16.0,1.2308,1.2308,6.0,32.0,2.0,2.0,1.0,13.0
False,17.0,23.0,1.3529,1.3529,8.0,46.0,2.0,2.0,1.0,24.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
