commit_hash,contains_bug,add_num_cycles,add_density,add_num_nodes,add_num_edges,add_avg_in_degree,add_avg_out_degree,add_max_degree,add_min_degree,add_sum_degree,add_avg_degree,add_median_degree,add_num_selfloops,del_num_cycles,del_density,del_num_nodes,del_num_edges,del_avg_in_degree,del_avg_out_degree,del_max_degree,del_min_degree,del_sum_degree,del_avg_degree,del_median_degree,del_num_selfloops,ns,nd,nf,entropy,la,ld,lt,ndev
e49826c1fcc36e5ae26de0ad4d06e2063a759e73,True,38,0.07,29,56,1.931,1.931,16,1,112,4.0,3.0,1,38,0.07,29,56,1.931,1.931,16,1,112,4.0,3.0,1,2,5,12,3.03273,119,53,998.0,124
b7d517811fb88e2b899e913f369d0c35862f573e,True,18,0.07,26,46,1.7692,1.7692,17,1,92,3.68,3.0,1,19,0.07,27,50,1.8519,1.8519,17,1,100,3.85,3.0,1,1,1,2,0.187639,210,104,2778.5,107
a8635b316ea909ed2a801be4c9017e515afe1166,False,40,0.09,25,52,2.08,2.08,18,1,104,4.52,3.0,2,40,0.09,25,52,2.08,2.08,18,1,104,4.52,3.0,2,0,0,0,0.0,0,0,0.0,0
bfd7b2222ef07b96dd4868d2c04130193da3468e,False,3,0.12,13,19,1.4615,1.4615,8,1,38,3.17,2.0,1,3,0.12,13,19,1.4615,1.4615,8,1,38,3.17,2.0,1,2,4,5,2.11654,27,0,1100.6,100
2ad33bfcd3612a1473c38ec12f512312da024724,False,5,0.16,10,14,1.4,1.4,9,1,28,3.11,2.0,1,5,0.16,10,14,1.4,1.4,9,1,28,3.11,2.0,1,1,1,2,0.941423,32,21,452.0,77
d6cdd94540923b6408017b8d988f648b1a2a679b,False,6,0.07,31,61,1.9677,1.9677,13,1,122,4.07,3.0,1,6,0.07,31,61,1.9677,1.9677,13,1,122,4.07,3.0,1,1,1,2,0.910348,26,17,2534.0,101
2f7d52036fe7c69a0e87784c6a625d6b144d2e62,True,9,0.1,21,40,1.9048,1.9048,15,1,80,4.0,3.0,1,9,0.07,25,45,1.8,1.8,15,1,90,3.75,3.0,1,1,2,5,1.3337,107,87,1351.4,107
a24828a5a4dc602f5fd0f3c87260fa402e4dffba,False,2,0.12,13,18,1.3846,1.3846,9,1,36,3.0,2.0,1,2,0.12,13,18,1.3846,1.3846,9,1,36,3.0,2.0,1,1,1,2,0.918296,1,2,70.5,27
ee2f17b731887dc448b9d26ba04ae866d60272a2,False,5,0.1,17,26,1.5294,1.5294,11,1,52,3.25,2.0,1,3,0.1,15,21,1.4,1.4,9,1,42,3.0,2.0,1,1,1,2,0.602431,30,4,28.5,34
a90257622070610d7768c0d2654831b10cd6fb19,False,2,0.1,15,20,1.3333,1.3333,9,1,40,2.86,2.0,1,2,0.1,15,20,1.3333,1.3333,9,1,40,2.86,2.0,1,1,1,1,0.0,4,1,810.0,54
80df982ab2f63e60edc1033d1ef8929c837d00c5,True,98,0.05,39,81,2.0769,2.0769,18,1,162,4.38,4.0,1,16,0.06,32,60,1.875,1.875,18,1,120,4.0,3.0,1,1,2,7,2.29728,146,65,1100.57,104
be2cacba94b34a0a2d8d4aa051890b9af6600eaf,False,5,0.1,18,30,1.6667,1.6667,13,1,60,3.53,2.0,1,6,0.11,17,29,1.7059,1.7059,12,1,58,3.62,2.5,1,1,1,1,0.0,53,22,4818.0,100
bb50d6fd94fffdd4a7ec887cc863a4aff03c1f3f,True,15,0.09,22,40,1.8182,1.8182,16,1,80,3.81,3.0,1,11,0.08,24,45,1.875,1.875,16,1,90,3.91,3.0,1,1,1,1,0.0,148,80,1571.0,54
b4b4dae5bec64b1b8545c2bdf02dcb376461e7ad,False,12,0.06,28,47,1.6786,1.6786,17,1,94,3.48,2.0,1,27,0.07,28,53,1.8929,1.8929,19,1,106,3.93,3.0,1,1,1,2,0.94566,5,6,83.0,30
421bf43c7b8af31cb16fa85818e45e1c0833ae25,True,63,0.06,37,75,2.027,2.027,15,1,150,4.17,3.0,1,13,0.07,24,37,1.5417,1.5417,13,1,74,3.36,3.0,1,1,2,3,1.03371,75,50,2026.33,101
975051f9df466b7eb3dd857190e84218695443ea,False,3,0.11,15,23,1.5333,1.5333,10,1,46,3.29,2.5,1,3,0.11,15,23,1.5333,1.5333,10,1,46,3.29,2.5,1,1,1,1,0.0,1,1,495.0,42
c854fd7e71c697af9cb910a8a14d624852e92fe6,False,7,0.07,22,34,1.5455,1.5455,12,1,68,3.24,3.0,1,8,0.08,22,37,1.6818,1.6818,12,1,74,3.52,3.0,2,1,2,4,1.79248,6,6,171.75,14
ebd95f0c7ddde05b309bae1806536d7bf8e0bd43,False,8,0.1,18,32,1.7778,1.7778,13,1,64,3.76,3.0,1,8,0.1,18,32,1.7778,1.7778,13,1,64,3.76,3.0,1,1,2,14,2.03752,25,363,522.357,44
edfe4b0574a24208b71c647f5d315fbb59559ade,False,2,0.1,14,19,1.3571,1.3571,10,1,38,2.92,2.0,1,2,0.1,14,19,1.3571,1.3571,10,1,38,2.92,2.0,1,1,1,2,0.956889,32,5,211.0,2
56f32c636ff893b34843e8f9b435e0c2a858dd8d,False,41,0.07,29,57,1.9655,1.9655,17,1,114,4.07,3.0,1,26,0.06,29,52,1.7931,1.7931,17,1,104,3.71,3.0,1,1,2,2,0.960119,40,7,385.0,12
68777835645ab730841337beb1780d8f13fca476,False,2,0.07,20,28,1.4,1.4,9,1,56,3.11,2.5,1,2,0.07,20,28,1.4,1.4,9,1,56,3.11,2.5,1,1,1,1,0.0,1,6,5588.0,116
33097f2962562b102492d17fc5e804b592d6bfab,True,3,0.09,19,30,1.5789,1.5789,9,1,60,3.33,3.0,1,3,0.09,19,30,1.5789,1.5789,9,1,60,3.33,3.0,1,1,2,6,2.07676,48,46,1688.67,145
3b0325f2626e51e194958a0f7c4c86704d58af3e,False,22,0.09,22,42,1.9091,1.9091,16,1,84,4.0,3.0,1,22,0.09,22,42,1.9091,1.9091,16,1,84,4.0,3.0,1,1,1,1,0.0,53,12,149.0,6
81dc539bcb397c7d18ab00024b6efcfa69293555,False,13,0.08,24,42,1.75,1.75,17,1,84,3.65,3.0,1,13,0.07,24,41,1.7083,1.7083,17,1,82,3.57,3.0,1,1,1,1,0.0,10,2,176.0,26
c7ae6bab861a04faeca0f2d23d45a434eff8b86a,False,21,0.07,29,54,1.8621,1.8621,19,1,108,3.86,3.0,1,36,0.07,30,64,2.1333,2.1333,19,1,128,4.41,3.0,2,1,1,1,0.0,12,11,510.0,18
67c6abad55d91ebe35b5b1d9831b7e401c6f3f4b,False,13,0.09,21,36,1.7143,1.7143,13,1,72,3.6,3.0,1,13,0.09,21,36,1.7143,1.7143,13,1,72,3.6,3.0,1,1,1,2,1.0,2,2,178.0,13
055242781488ff6906d991efb9b9b720c5959c91,True,25,0.07,31,61,1.9677,1.9677,17,1,122,4.07,3.0,1,25,0.07,31,61,1.9677,1.9677,17,1,122,4.07,3.0,1,1,1,6,1.95509,34,41,1409.33,114
f701ed902693028c2c198592cc77bd4e950064db,True,60,0.06,36,79,2.1944,2.1944,18,1,158,4.51,4.0,2,40,0.07,34,73,2.1471,2.1471,17,1,146,4.42,4.0,2,1,3,10,2.67031,235,131,1124.4,128
4fd05d5377d4da086967f425fad95fd55c0eb57d,False,7,0.13,13,21,1.6154,1.6154,10,1,42,3.5,3.0,1,7,0.13,13,21,1.6154,1.6154,10,1,42,3.5,3.0,1,1,2,5,1.75343,16,12,75.0,21
eb09fb0df99dd532a0353f57978599e141aee3e3,True,3,0.12,14,22,1.5714,1.5714,9,1,44,3.38,2.0,1,3,0.09,19,31,1.6316,1.6316,10,2,62,3.44,3.0,1,1,1,1,0.0,81,78,1562.0,54
e812a48077da5d643071000f8dfb24ebed3e37c4,False,2,0.12,12,16,1.3333,1.3333,7,1,32,2.91,2.0,1,2,0.12,12,16,1.3333,1.3333,7,1,32,2.91,2.0,1,1,1,1,0.0,1,0,13.0,3
7d568aeddb8b6eaeae7a67b38a6f528a62c0574a,True,68,0.06,38,89,2.3421,2.3421,20,1,178,4.81,4.0,2,52,0.07,36,83,2.3056,2.3056,20,1,166,4.74,4.0,2,1,3,9,2.74223,97,96,1281.44,133
a280874dc10a303e46a0fe5dccf87d5cc85f5652,True,8,0.08,22,35,1.5909,1.5909,16,1,70,3.33,2.0,1,6,0.09,18,29,1.6111,1.6111,14,1,58,3.41,2.0,1,1,1,6,2.02985,52,27,1896.83,112
73e13e3da72a896f3599f62ecf95e6bf07e7e1bb,True,9,0.09,23,45,1.9565,1.9565,14,1,90,4.09,3.0,1,2,0.13,10,12,1.2,1.2,7,1,24,2.67,2.0,1,1,2,2,0.997129,111,0,695.0,19
4d40475afd8b994ac97bee98e49cf6f956ebbb08,True,17,0.09,25,51,2.04,2.04,15,1,102,4.25,3.0,1,20,0.09,25,55,2.2,2.2,15,1,110,4.58,3.5,2,2,5,7,0.602963,312,178,919.571,42
b5224ba06e5406a09b78d8d42075d80080f04f97,False,4,0.1,17,27,1.5882,1.5882,11,1,54,3.38,3.0,1,6,0.1,18,30,1.6667,1.6667,13,1,60,3.53,3.0,1,3,5,6,2.10246,21,6,656.167,64
1afa897c76743966a44d096ea70cbf2b866ab5c9,False,10,0.08,22,36,1.6364,1.6364,15,1,72,3.43,3.0,1,10,0.08,22,38,1.7273,1.7273,15,1,76,3.62,2.0,1,1,1,1,0.0,15,11,372.0,15
235da3f8f63f742ad12fe7f6c5a9ed8b403d362a,True,13,0.08,27,54,2.0,2.0,16,2,108,4.15,3.0,1,13,0.08,27,54,2.0,2.0,16,2,108,4.15,3.0,1,1,1,4,1.45742,10,9,1015.5,99
101b9aa6ebc06bab411994ea988b66d978bd0891,False,4,0.08,21,32,1.5238,1.5238,12,1,64,3.2,2.0,1,4,0.08,21,32,1.5238,1.5238,12,1,64,3.2,2.0,1,1,3,6,1.73023,15,13,560.833,113
148a0468c75da00a22c76dd62bf24e1333698b53,False,2,0.23,6,7,1.1667,1.1667,5,1,14,2.8,2.0,1,2,0.23,6,7,1.1667,1.1667,5,1,14,2.8,2.0,1,1,1,1,0.0,2,3,496.0,42
0ace84b6fe2e900eb22fcfe78b3318d3484ed450,False,16,0.1,20,37,1.85,1.85,15,1,74,3.89,3.0,1,16,0.09,20,36,1.8,1.8,15,1,72,3.79,3.0,1,1,1,2,0.985228,7,0,201.0,16
8a4cecc3763cb194a494385b45428f1736082d52,False,7,0.07,26,48,1.8462,1.8462,13,1,96,3.84,3.0,1,7,0.07,26,46,1.7692,1.7692,13,1,92,3.68,3.0,1,1,2,13,2.29195,90,125,574.308,46
a52fe8f736740938f3c9347fe01ff316aafa68fb,False,2,0.17,9,12,1.3333,1.3333,6,1,24,3.0,2.0,1,2,0.17,9,12,1.3333,1.3333,6,1,24,3.0,2.0,1,3,4,6,2.5,8,8,667.833,68
e4f59d0d5393893b073187515a7491e17fa92ee9,False,15,0.08,23,42,1.8261,1.8261,14,1,84,3.82,3.0,1,14,0.08,23,41,1.7826,1.7826,17,1,82,3.73,3.0,1,2,4,4,1.77428,31,3,1040.0,80
fa270cac02ed83e07796d74db226de04c955ce74,True,17,0.06,33,67,2.0303,2.0303,17,1,134,4.19,3.5,1,17,0.06,34,69,2.0294,2.0294,18,1,138,4.18,3.0,1,1,3,9,2.51098,52,68,1397.89,121
0860a9aca206b78a7b3e14ad13d2f597ea50f216,False,25,0.08,26,50,1.9231,1.9231,19,1,100,4.0,3.0,1,52,0.07,29,60,2.069,2.069,19,1,120,4.29,3.5,1,1,1,1,0.0,5,18,322.0,13
2936db1aebeb403254e7423dd52da4cf6d312bd9,False,2,0.14,10,13,1.3,1.3,9,1,26,2.89,2.0,1,2,0.14,10,13,1.3,1.3,9,1,26,2.89,2.0,1,1,2,2,0.918296,6,6,246.5,17
b68b244b66b8bfe3b549596d95279c3e21913d10,False,2,0.09,16,21,1.3125,1.3125,10,1,42,3.0,2.0,1,2,0.09,16,21,1.3125,1.3125,10,1,42,3.0,2.0,1,1,1,1,0.0,24,23,23.0,8
a17b22eea0f1a38b2070db0fa0061f6250757b74,False,4,0.08,21,33,1.5714,1.5714,12,1,66,3.3,2.5,1,31,0.08,25,46,1.84,1.84,13,1,92,3.83,3.0,2,1,1,1,0.0,45,271,292.0,20
de86c70c2d6b24bf86704d546f50ec092dc673d9,True,2,0.17,9,12,1.3333,1.3333,6,1,24,3.0,2.0,1,2,0.17,9,12,1.3333,1.3333,6,1,24,3.0,2.0,1,1,3,5,2.12095,14,14,1764.8,103
dad7feae20a5054f2714ba9321d318019afb3b19,False,2,0.17,9,12,1.3333,1.3333,6,1,24,3.0,2.0,1,2,0.17,9,12,1.3333,1.3333,6,1,24,3.0,2.0,1,1,1,1,0.0,1,0,293.0,13
57c9b9835aac5aff550d0750d6891038ad5ef26b,False,5,0.08,19,27,1.4211,1.4211,10,1,54,3.18,2.0,1,5,0.08,19,27,1.4211,1.4211,10,1,54,3.18,2.0,1,1,1,1,0.0,0,1,133.0,14
486a8b2a45d1d80fb571e33c94ec54f691783d52,False,2,0.08,17,23,1.3529,1.3529,10,1,46,2.88,2.0,1,2,0.12,12,16,1.3333,1.3333,8,1,32,2.91,2.0,1,1,1,1,0.0,14,0,0.0,0
bfdc41751e50d6d620f0a181f577c1cd688cf76f,False,2,0.09,16,21,1.3125,1.3125,10,1,42,2.8,2.0,1,2,0.09,16,21,1.3125,1.3125,10,1,42,2.8,2.0,1,1,1,1,0.0,0,1,3661.0,16
9787445e478a1e1381dafaf6ceeabb0021741dcd,True,15,0.08,26,52,2.0,2.0,17,1,104,4.16,4.0,1,15,0.08,27,54,2.0,2.0,17,1,108,4.15,3.5,1,1,2,4,1.40855,81,44,854.0,117
41fde531cfe5e8fb9e3546af2313a1ea16ab3711,True,8,0.07,24,39,1.625,1.625,16,1,78,3.39,2.0,1,8,0.07,24,39,1.625,1.625,16,1,78,3.39,2.0,1,1,1,1,0.0,9,11,376.0,12
c40c59a79406c51aee66e0c6aed1b9ae5175770d,False,3,0.07,21,31,1.4762,1.4762,10,1,62,3.1,2.0,1,3,0.07,21,31,1.4762,1.4762,10,1,62,3.1,2.0,1,1,1,1,0.0,4,3,2181.0,88
ef88cd5db0e7f024ded2b9e297b73a21f50a7d80,True,2,0.17,9,12,1.3333,1.3333,6,1,24,3.0,2.0,1,2,0.17,9,12,1.3333,1.3333,6,1,24,3.0,2.0,1,1,1,2,0.597,48,21,2857.0,76
cd309c8d55cb2a2d01c1f95226f774889881f00e,False,6,0.09,19,32,1.6842,1.6842,13,1,64,3.56,2.5,2,6,0.09,19,32,1.6842,1.6842,13,1,64,3.56,2.5,2,2,2,4,1.58154,188,133,211.25,2
45ee206622b7d9016697027b61a04896e1b830da,False,10,0.1,19,33,1.7368,1.7368,14,1,66,3.67,3.0,1,10,0.1,19,33,1.7368,1.7368,14,1,66,3.67,3.0,1,1,10,46,5.38376,65,65,305.022,143
8907037aecf698848c2c4c4401840ba1512f4f8f,False,11,0.07,26,48,1.8462,1.8462,15,1,96,3.84,3.0,1,11,0.07,26,48,1.8462,1.8462,15,1,96,3.84,3.0,1,1,4,8,2.72817,18,17,175.5,33
92b1a124b7cbf89bb1d4d9d80725052fd5915412,True,190,0.06,40,98,2.45,2.45,24,1,196,5.03,4.0,2,190,0.06,40,98,2.45,2.45,24,1,196,5.03,4.0,2,1,11,91,5.26587,568,532,579.396,263
becfdf057fe87492cb10048cf1a10bb7e3d6af23,True,2,0.17,9,12,1.3333,1.3333,6,1,24,3.0,2.0,1,2,0.17,9,12,1.3333,1.3333,6,1,24,3.0,2.0,1,2,5,9,0.861496,1757,139,522.222,119
b7d5bda29c07cd80c900e3ddd6a9a37a2b23f347,False,124,0.06,32,62,1.9375,1.9375,19,1,124,4.0,3.0,1,54,0.06,32,62,1.9375,1.9375,17,1,124,4.0,3.0,1,1,1,1,0.0,40,36,3655.0,15
409cb23d09ec94128f0bcc02afccdb7912900838,False,199,0.1,27,70,2.5926,2.5926,19,1,140,5.38,4.0,2,199,0.1,27,70,2.5926,2.5926,19,1,140,5.38,4.0,2,1,1,1,0.0,2,2,227.0,16
b323202ebe8a324d7be9486d37ef9db376a4cfec,False,7,0.08,20,32,1.6,1.6,16,1,64,3.37,2.0,1,7,0.08,20,32,1.6,1.6,16,1,64,3.37,2.0,1,1,1,1,0.0,4,3,388.0,29
91175ae4bbd2e6823fbf50288be03339be8458ab,True,71,0.06,36,80,2.2222,2.2222,23,1,160,4.57,3.0,1,27,0.08,28,59,2.1071,2.1071,16,1,118,4.37,4.0,1,2,4,10,2.56042,123,13,600.6,101
3e00cdcc48c675b7a327504674b9f7dfb01564d9,True,5,0.11,15,23,1.5333,1.5333,13,1,46,3.29,2.5,1,3,0.12,13,18,1.3846,1.3846,10,1,36,3.0,2.0,1,1,1,1,0.0,7,0,2174.0,88
84ca7b871bb71374b60b2ec24721f865887aa9b7,False,2,0.23,6,7,1.1667,1.1667,5,1,14,2.8,2.0,1,2,0.23,6,7,1.1667,1.1667,5,1,14,2.8,2.0,1,2,2,2,1.0,2,2,699.5,41
24ad36f71b92bd478f7e00a235f6ed845cd33968,False,22,0.07,28,55,1.9643,1.9643,19,1,110,4.07,3.0,1,22,0.07,28,55,1.9643,1.9643,19,1,110,4.07,3.0,1,1,1,10,2.43104,60,67,477.0,62
93410ea503999ffc44ee86619140fd82b96826b7,False,14,0.07,25,45,1.8,1.8,14,1,90,3.75,3.0,1,14,0.07,25,44,1.76,1.76,14,1,88,3.67,3.0,1,1,3,4,1.92193,5,5,1037.5,108
af3db4206dbb11fb3e912217da26002173a64e2a,False,39,0.09,25,56,2.24,2.24,16,2,112,4.67,3.0,1,39,0.1,24,53,2.2083,2.2083,15,2,106,4.61,4.0,1,1,2,32,4.70211,166,173,212.125,54
2ba4f7c0edb4940d7d611ce1b3d9651a4681ebf1,False,21,0.08,27,54,2.0,2.0,17,1,108,4.15,3.0,2,20,0.09,23,47,2.0435,2.0435,18,1,94,4.27,3.0,3,1,2,4,1.36322,156,154,56.0,37
4829af4166631ef3c2b223c06247994c4ad1c9a6,False,6,0.07,26,46,1.7692,1.7692,13,1,92,3.68,3.0,1,4,0.08,22,37,1.6818,1.6818,13,1,74,3.52,3.0,1,1,2,3,0.937093,26,10,278.0,23
398ee991b86e6bacae786d4b17763716ac9dd7ad,False,2,0.23,6,7,1.1667,1.1667,5,1,14,2.8,2.0,1,2,0.23,6,7,1.1667,1.1667,5,1,14,2.8,2.0,1,1,2,3,1.16646,64,0,232.333,35
06c232f380610b2d39411a9b3372b25b3a36c8cc,False,161,0.06,34,65,1.9118,1.9118,18,1,130,3.94,3.0,1,61,0.06,33,61,1.8485,1.8485,18,1,122,3.81,2.5,1,1,1,1,0.0,87,50,4415.0,78
f8f881f3c701885aabcaa7dfdc7aea34a5dc00df,False,105,0.07,28,53,1.8929,1.8929,15,1,106,3.93,3.0,1,27,0.07,28,55,1.9643,1.9643,15,1,110,4.07,3.0,1,1,1,2,0.773227,11,11,2870.5,76
4a42c970a652bf799fb58f510e8d78d6c74d6236,False,4,0.15,11,17,1.5455,1.5455,9,1,34,3.4,3.0,1,4,0.15,11,17,1.5455,1.5455,9,1,34,3.4,3.0,1,1,1,1,0.0,2,1,67.0,3
cd58893b70a2eea993b3438b454daf87830f5b18,False,3,0.13,13,20,1.5385,1.5385,9,1,40,3.33,2.5,1,3,0.13,13,20,1.5385,1.5385,9,1,40,3.33,2.5,1,1,1,1,0.0,6,6,35.0,11
87ad1f89c718f12fc7c7b23f2567e100a10906a4,False,4,0.15,11,16,1.4545,1.4545,9,1,32,3.2,2.5,1,4,0.15,11,16,1.4545,1.4545,9,1,32,3.2,2.5,1,1,1,1,0.0,1,1,37.0,1
f10a28336b22abba2884df9a739e57e9fefd9405,False,2,0.08,22,35,1.5909,1.5909,11,1,70,3.33,3.0,1,2,0.08,22,35,1.5909,1.5909,11,1,70,3.33,3.0,1,1,1,1,0.0,1,1,125.0,10
d6cc44580a154c05ec5ca91b3e80c3e3bb192e5c,False,2,0.12,12,16,1.3333,1.3333,8,1,32,2.91,2.0,1,2,0.12,12,16,1.3333,1.3333,8,1,32,2.91,2.0,1,1,1,1,0.0,2,2,30.0,1
eaab0222ef8e8eaa1438211a0d3e3dd2aaaa9b55,False,3,0.1,17,28,1.6471,1.6471,11,1,56,3.5,3.0,1,3,0.13,14,23,1.6429,1.6429,10,1,46,3.54,3.0,1,3,3,5,1.71889,69,13,2093.8,129
06a4da868ae5b84fe18dafd8199a53444e1f2147,False,2,0.19,7,8,1.1429,1.1429,6,1,16,2.67,2.0,1,2,0.19,7,8,1.1429,1.1429,6,1,16,2.67,2.0,1,1,1,1,0.0,16,4,894.0,29
4faef14fa5a478e64675b50bb1bf06a6fa59c65d,True,23,0.07,26,47,1.8077,1.8077,16,1,94,3.76,3.0,1,23,0.07,26,47,1.8077,1.8077,16,1,94,3.76,3.0,1,2,4,21,3.77906,88,62,323.0,72
3ea9f50d83ea8b385cf6d2f29be5ac1abe472b40,False,32,0.08,27,53,1.963,1.963,18,1,106,4.08,3.0,1,37,0.08,27,56,2.0741,2.0741,18,1,112,4.31,3.0,1,1,1,1,0.0,63,33,353.0,11
e5662f0b544a480a9f87a0b38a01bc9624ad845d,False,8,0.09,22,41,1.8636,1.8636,12,1,82,3.9,3.0,2,8,0.09,22,41,1.8636,1.8636,12,1,82,3.9,3.0,2,2,4,7,2.74894,9,8,158.0,35
5da70e52d2aac70e16b3a983c4e2dfa5bb28bdba,False,7,0.1,18,30,1.6667,1.6667,11,1,60,3.53,3.0,1,7,0.1,18,30,1.6667,1.6667,11,1,60,3.53,3.0,1,1,1,1,0.0,1,1,143.0,14
cc9217d01f07ea0a54883820c65b14cb49d994c5,False,36,0.05,35,65,1.8571,1.8571,19,1,130,3.94,3.0,1,36,0.05,35,65,1.8571,1.8571,19,1,130,3.94,3.0,1,1,1,1,0.0,23,7,1765.0,28
bc19d42d5a076e73563997e5773e862c0a95e5b0,False,4,0.08,21,33,1.5714,1.5714,12,1,66,3.3,2.5,1,4,0.1,17,26,1.5294,1.5294,11,1,52,3.25,2.5,1,1,1,1,0.0,2,1,892.0,11
448fd998f00cd9dfd25c5dac764c3a27b830dbe0,False,8,0.11,15,24,1.6,1.6,12,1,48,3.43,2.5,1,8,0.11,15,24,1.6,1.6,12,1,48,3.43,2.5,1,1,2,2,0.866301,52,7,1006.0,32
03927e4c3ff76700d059d7bf6d44da4688ca3312,True,13,0.09,19,32,1.6842,1.6842,13,1,64,3.56,3.0,1,13,0.09,19,32,1.6842,1.6842,13,1,64,3.56,3.0,1,1,1,2,0.619382,23,3,186.0,19
6df5c9ce02d801e04392e4ce13f84de7ed03e5d6,False,4,0.1,17,26,1.5294,1.5294,11,1,52,3.25,3.0,1,4,0.13,13,20,1.5385,1.5385,10,1,40,3.33,3.0,1,1,1,1,0.0,15,10,62.0,3
d4d594674698c6cc20d9d551bc112d6a7064996d,False,4,0.11,15,23,1.5333,1.5333,12,1,46,3.29,2.0,1,4,0.11,15,23,1.5333,1.5333,12,1,46,3.29,2.0,1,1,1,1,0.0,1,2,5481.0,112
be83216e2905f1be1628bdd1a365ba2a2ce16f69,False,10,0.1,18,31,1.7222,1.7222,13,1,62,3.88,3.0,1,10,0.1,18,31,1.7222,1.7222,13,1,62,3.88,3.0,1,1,1,1,0.0,27,22,477.0,20
0a2c3d09cfdb1a9b366edd596f35e0549979ef7e,True,27,0.07,31,61,1.9677,1.9677,18,1,122,4.07,3.0,1,32,0.07,31,64,2.0645,2.0645,18,1,128,4.27,3.0,1,1,1,1,0.0,154,109,849.0,29
e60d2b9c85f6e06494b5daf7d22aef72d328aa13,True,21,0.09,21,38,1.8095,1.8095,14,1,76,3.8,3.0,1,8,0.07,27,46,1.7037,1.7037,12,1,92,3.54,3.0,1,1,1,1,0.0,171,101,1088.0,51
fda9dab6a9fba4a95aa2d9620f28b787efccf748,False,9,0.08,23,38,1.6522,1.6522,12,1,76,3.45,3.0,2,2,0.14,10,13,1.3,1.3,7,1,26,2.89,2.0,1,1,1,1,0.0,11,1,4482.0,62
732f92fa1f60ecae5ed168a4b216ba29966e154c,False,2,0.14,9,10,1.1111,1.1111,7,1,20,2.86,2.0,1,2,0.14,9,10,1.1111,1.1111,7,1,20,2.86,2.0,1,1,2,9,2.55015,28,29,392.778,52
b2ffaa1dc828e255214a3e30672b471611f67ff1,False,2,0.07,21,29,1.381,1.381,10,1,58,2.9,2.0,1,2,0.07,21,29,1.381,1.381,10,1,58,2.9,2.0,1,1,4,7,2.40171,18,7,617.143,92
0f4cf482a122bf59252226b3fef012c9c3e50859,False,47,0.07,33,70,2.1212,2.1212,18,1,140,4.38,4.0,1,18,0.11,19,36,1.8947,1.8947,14,1,72,4.0,3.0,1,1,2,2,0.996209,54,84,1182.5,40
cdeb696f26b686da3eaa79a28435071e01210c3d,False,2,0.17,9,12,1.3333,1.3333,6,1,24,3.0,2.0,1,2,0.17,9,12,1.3333,1.3333,6,1,24,3.0,2.0,1,1,1,1,0.0,2,2,898.0,27
81c68f1e8506757b014dac92ef875d6aaea3cd6d,True,459,0.06,42,107,2.5476,2.5476,25,1,214,5.22,4.0,3,453,0.06,43,107,2.4884,2.4884,25,1,214,5.1,4.0,3,1,1,2,0.191111,1640,1120,2550.5,67
f44fd9e3803128ebc67c93bf4866a3144f51df91,False,4,0.09,18,27,1.5,1.5,10,1,54,3.18,2.0,1,4,0.09,18,27,1.5,1.5,10,1,54,3.18,2.0,1,1,6,7,2.25288,26,24,860.714,82
6d742d39e1e900659671b677be7b4f2134ec5fc3,True,2,0.13,11,14,1.2727,1.2727,6,1,28,2.8,2.0,1,2,0.13,11,14,1.2727,1.2727,6,1,28,2.8,2.0,1,1,2,4,1.30818,166,98,2104.0,158
04473d4dba76ecab3e694eed392ab7e85ce040e2,False,16,0.09,23,46,2.0,2.0,15,1,92,4.18,3.0,2,16,0.09,23,46,2.0,2.0,15,1,92,4.18,3.0,2,1,2,5,0.806633,146,146,1596.2,96
444640f4396769e3ce2d0ecb0d3a888b47bb2e01,True,4,0.08,22,35,1.5909,1.5909,12,1,70,3.33,2.0,1,4,0.08,22,35,1.5909,1.5909,12,1,70,3.33,2.0,1,1,2,8,2.16931,130,160,1346.0,148
f4bb90648e45ce269fc2eb31d6a5cdf89f780822,False,2,0.17,9,12,1.3333,1.3333,6,1,24,3.0,2.0,1,2,0.17,9,12,1.3333,1.3333,6,1,24,3.0,2.0,1,1,1,1,0.0,1,1,1194.0,36
7e1857a25075c4772034fe1626d20cf724aec1ab,True,15,0.1,20,38,1.9,1.9,15,1,76,4.0,3.0,1,15,0.1,20,38,1.9,1.9,15,1,76,4.0,3.0,1,1,3,8,2.30751,142,73,564.625,123
aadde70bfcb497b64e5a342eb7430810fef450f1,False,9,0.07,32,68,2.125,2.125,15,1,136,4.39,4.0,1,12,0.07,33,73,2.2121,2.2121,15,1,146,4.56,4.0,1,1,2,5,1.66129,17,21,283.2,51
7ad1105f43d7bff158d4b5c882ab9bf1b74d6cce,False,5,0.07,26,44,1.6923,1.6923,13,1,88,3.52,3.0,1,5,0.06,29,50,1.7241,1.7241,13,1,100,3.57,3.0,1,1,2,5,1.68405,154,63,1098.6,102
f4f64ae534f255504b8e2286af1e11014b847dca,False,16,0.07,26,46,1.7692,1.7692,15,1,92,3.68,3.0,1,16,0.07,26,46,1.7692,1.7692,15,1,92,3.68,3.0,1,1,4,6,2.32504,37,35,1113.83,112
ed4635ffd4f945fa59aca3cc29f4aa664436728b,False,6,0.1,16,24,1.5,1.5,12,1,48,3.2,2.0,1,8,0.11,15,24,1.6,1.6,11,1,48,3.43,2.0,1,1,1,1,0.0,11,12,45.0,4
